"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","M1","TOT","IDX2015","A","1961",0.4913092,
"AUS","M1","TOT","IDX2015","A","1962",0.5005294,
"AUS","M1","TOT","IDX2015","A","1963",0.5179484,
"AUS","M1","TOT","IDX2015","A","1964",0.5573983,
"AUS","M1","TOT","IDX2015","A","1965",0.5609143,
"AUS","M1","TOT","IDX2015","A","1966",0.5719894,
"AUS","M1","TOT","IDX2015","A","1967",0.6111585,
"AUS","M1","TOT","IDX2015","A","1968",0.6545889,
"AUS","M1","TOT","IDX2015","A","1969",0.7068862,
"AUS","M1","TOT","IDX2015","A","1970",0.750939,
"AUS","M1","TOT","IDX2015","A","1971",0.7872307,
"AUS","M1","TOT","IDX2015","A","1972",0.8713947,
"AUS","M1","TOT","IDX2015","A","1973",1.072689,
"AUS","M1","TOT","IDX2015","A","1974",1.118132,
"AUS","M1","TOT","IDX2015","A","1975",1.304535,
"AUS","M1","TOT","IDX2015","A","1976",1.497904,
"AUS","M1","TOT","IDX2015","A","1977",1.624245,
"AUS","M1","TOT","IDX2015","A","1978",1.760773,
"AUS","M1","TOT","IDX2015","A","1979",2.04079,
"AUS","M1","TOT","IDX2015","A","1980",2.336808,
"AUS","M1","TOT","IDX2015","A","1981",2.58253,
"AUS","M1","TOT","IDX2015","A","1982",2.638073,
"AUS","M1","TOT","IDX2015","A","1983",2.800744,
"AUS","M1","TOT","IDX2015","A","1984",3.102235,
"AUS","M1","TOT","IDX2015","A","1985",3.443785,
"AUS","M1","TOT","IDX2015","A","1986",3.700749,
"AUS","M1","TOT","IDX2015","A","1987",4.352687,
"AUS","M1","TOT","IDX2015","A","1988",5.153475,
"AUS","M1","TOT","IDX2015","A","1989",5.947243,
"AUS","M1","TOT","IDX2015","A","1990",6.17486,
"AUS","M1","TOT","IDX2015","A","1991",6.691927,
"AUS","M1","TOT","IDX2015","A","1992",7.870316,
"AUS","M1","TOT","IDX2015","A","1993",9.283165,
"AUS","M1","TOT","IDX2015","A","1994",10.76142,
"AUS","M1","TOT","IDX2015","A","1995",11.25925,
"AUS","M1","TOT","IDX2015","A","1996",12.62577,
"AUS","M1","TOT","IDX2015","A","1997",14.42058,
"AUS","M1","TOT","IDX2015","A","1998",15.87794,
"AUS","M1","TOT","IDX2015","A","1999",17.13405,
"AUS","M1","TOT","IDX2015","A","2000",18.76776,
"AUS","M1","TOT","IDX2015","A","2001",21.59579,
"AUS","M1","TOT","IDX2015","A","2002",28.34887,
"AUS","M1","TOT","IDX2015","A","2003",32.18718,
"AUS","M1","TOT","IDX2015","A","2004",34.85081,
"AUS","M1","TOT","IDX2015","A","2005",38.09094,
"AUS","M1","TOT","IDX2015","A","2006",42.13395,
"AUS","M1","TOT","IDX2015","A","2007",47.79137,
"AUS","M1","TOT","IDX2015","A","2008",51.4688,
"AUS","M1","TOT","IDX2015","A","2009",59.51107,
"AUS","M1","TOT","IDX2015","A","2010",61.22116,
"AUS","M1","TOT","IDX2015","A","2011",64.81467,
"AUS","M1","TOT","IDX2015","A","2012",67.81318,
"AUS","M1","TOT","IDX2015","A","2013",77.31875,
"AUS","M1","TOT","IDX2015","A","2014",87.21201,
"AUS","M1","TOT","IDX2015","A","2015",100,
"AUS","M1","TOT","IDX2015","A","2016",109.8288,
"AUS","M1","TOT","IDX2015","A","2017",120.1681,
"AUS","M1","TOT","IDX2015","A","2018",126.9559,
"AUS","M1","TOT","IDX2015","A","2019",140.4953,
"AUS","M1","TOT","IDX2015","A","2020",181.7957,
"AUS","M1","TOT","IDX2015","A","2021",218.1755,
"AUS","M1","TOT","IDX2015","A","2022",242.9206,
"CAN","M1","TOT","IDX2015","A","1955",1.112291,
"CAN","M1","TOT","IDX2015","A","1956",1.123932,
"CAN","M1","TOT","IDX2015","A","1957",1.105941,
"CAN","M1","TOT","IDX2015","A","1958",1.211773,
"CAN","M1","TOT","IDX2015","A","1959",1.241405,
"CAN","M1","TOT","IDX2015","A","1960",1.256222,
"CAN","M1","TOT","IDX2015","A","1961",1.322896,
"CAN","M1","TOT","IDX2015","A","1962",1.367345,
"CAN","M1","TOT","IDX2015","A","1963",1.444602,
"CAN","M1","TOT","IDX2015","A","1964",1.520801,
"CAN","M1","TOT","IDX2015","A","1965",1.618166,
"CAN","M1","TOT","IDX2015","A","1966",1.727173,
"CAN","M1","TOT","IDX2015","A","1967",1.896504,
"CAN","M1","TOT","IDX2015","A","1968",1.985402,
"CAN","M1","TOT","IDX2015","A","1969",2.1251,
"CAN","M1","TOT","IDX2015","A","1970",2.179074,
"CAN","M1","TOT","IDX2015","A","1971",2.457412,
"CAN","M1","TOT","IDX2015","A","1972",2.832056,
"CAN","M1","TOT","IDX2015","A","1973",3.247974,
"CAN","M1","TOT","IDX2015","A","1974",3.549594,
"CAN","M1","TOT","IDX2015","A","1975",4.007369,
"CAN","M1","TOT","IDX2015","A","1976",4.317848,
"CAN","M1","TOT","IDX2015","A","1977",4.685973,
"CAN","M1","TOT","IDX2015","A","1978",5.148023,
"CAN","M1","TOT","IDX2015","A","1979",5.464259,
"CAN","M1","TOT","IDX2015","A","1980",5.890898,
"CAN","M1","TOT","IDX2015","A","1981",6.228649,
"CAN","M1","TOT","IDX2015","A","1982",6.454484,
"CAN","M1","TOT","IDX2015","A","1983",7.379314,
"CAN","M1","TOT","IDX2015","A","1984",8.068068,
"CAN","M1","TOT","IDX2015","A","1985",10.01189,
"CAN","M1","TOT","IDX2015","A","1986",11.96307,
"CAN","M1","TOT","IDX2015","A","1987",13.53058,
"CAN","M1","TOT","IDX2015","A","1988",13.92445,
"CAN","M1","TOT","IDX2015","A","1989",14.83465,
"CAN","M1","TOT","IDX2015","A","1990",15.6148,
"CAN","M1","TOT","IDX2015","A","1991",16.37168,
"CAN","M1","TOT","IDX2015","A","1992",17.06007,
"CAN","M1","TOT","IDX2015","A","1993",17.93626,
"CAN","M1","TOT","IDX2015","A","1994",19.4368,
"CAN","M1","TOT","IDX2015","A","1995",19.58873,
"CAN","M1","TOT","IDX2015","A","1996",21.19353,
"CAN","M1","TOT","IDX2015","A","1997",23.55716,
"CAN","M1","TOT","IDX2015","A","1998",25.11985,
"CAN","M1","TOT","IDX2015","A","1999",26.52283,
"CAN","M1","TOT","IDX2015","A","2000",29.28147,
"CAN","M1","TOT","IDX2015","A","2001",32.19206,
"CAN","M1","TOT","IDX2015","A","2002",35.36032,
"CAN","M1","TOT","IDX2015","A","2003",36.72045,
"CAN","M1","TOT","IDX2015","A","2004",39.72519,
"CAN","M1","TOT","IDX2015","A","2005",42.2633,
"CAN","M1","TOT","IDX2015","A","2006",45.79271,
"CAN","M1","TOT","IDX2015","A","2007",49.89303,
"CAN","M1","TOT","IDX2015","A","2008",54.16786,
"CAN","M1","TOT","IDX2015","A","2009",60.81124,
"CAN","M1","TOT","IDX2015","A","2010",67.57454,
"CAN","M1","TOT","IDX2015","A","2011",72.78296,
"CAN","M1","TOT","IDX2015","A","2012",79.78663,
"CAN","M1","TOT","IDX2015","A","2013",86.26994,
"CAN","M1","TOT","IDX2015","A","2014",92.77506,
"CAN","M1","TOT","IDX2015","A","2015",100,
"CAN","M1","TOT","IDX2015","A","2016",108.7236,
"CAN","M1","TOT","IDX2015","A","2017",119.0326,
"CAN","M1","TOT","IDX2015","A","2018",124.7945,
"CAN","M1","TOT","IDX2015","A","2019",131.7761,
"CAN","M1","TOT","IDX2015","A","2020",161.3574,
"CAN","M1","TOT","IDX2015","A","2021",194.7473,
"CAN","M1","TOT","IDX2015","A","2022",203.1914,
"CZE","M1","TOT","IDX2015","A","1992",11.00073,
"CZE","M1","TOT","IDX2015","A","1993",11.9376,
"CZE","M1","TOT","IDX2015","A","1994",14.73015,
"CZE","M1","TOT","IDX2015","A","1995",16.39544,
"CZE","M1","TOT","IDX2015","A","1996",17.86234,
"CZE","M1","TOT","IDX2015","A","1997",17.05099,
"CZE","M1","TOT","IDX2015","A","1998",16.15363,
"CZE","M1","TOT","IDX2015","A","1999",17.59025,
"CZE","M1","TOT","IDX2015","A","2000",20.24264,
"CZE","M1","TOT","IDX2015","A","2001",22.77059,
"CZE","M1","TOT","IDX2015","A","2002",26.15493,
"CZE","M1","TOT","IDX2015","A","2003",30.58028,
"CZE","M1","TOT","IDX2015","A","2004",34.36931,
"CZE","M1","TOT","IDX2015","A","2005",37.16971,
"CZE","M1","TOT","IDX2015","A","2006",42.87322,
"CZE","M1","TOT","IDX2015","A","2007",49.12443,
"CZE","M1","TOT","IDX2015","A","2008",54.49995,
"CZE","M1","TOT","IDX2015","A","2009",58.73868,
"CZE","M1","TOT","IDX2015","A","2010",64.93914,
"CZE","M1","TOT","IDX2015","A","2011",70.77641,
"CZE","M1","TOT","IDX2015","A","2012",76.29673,
"CZE","M1","TOT","IDX2015","A","2013",82.58218,
"CZE","M1","TOT","IDX2015","A","2014",89.84076,
"CZE","M1","TOT","IDX2015","A","2015",100,
"CZE","M1","TOT","IDX2015","A","2016",112.1539,
"CZE","M1","TOT","IDX2015","A","2017",125.5799,
"CZE","M1","TOT","IDX2015","A","2018",132.362,
"DNK","M1","TOT","IDX2015","A","1971",2.252161,
"DNK","M1","TOT","IDX2015","A","1972",2.459431,
"DNK","M1","TOT","IDX2015","A","1973",2.787603,
"DNK","M1","TOT","IDX2015","A","1974",2.927594,
"DNK","M1","TOT","IDX2015","A","1975",3.341733,
"DNK","M1","TOT","IDX2015","A","1976",3.957664,
"DNK","M1","TOT","IDX2015","A","1977",4.194802,
"DNK","M1","TOT","IDX2015","A","1978",4.647062,
"DNK","M1","TOT","IDX2015","A","1979",5.283999,
"DNK","M1","TOT","IDX2015","A","1980",5.590174,
"DNK","M1","TOT","IDX2015","A","1981",6.292756,
"DNK","M1","TOT","IDX2015","A","1982",6.961874,
"DNK","M1","TOT","IDX2015","A","1983",8.390322,
"DNK","M1","TOT","IDX2015","A","1984",10.09736,
"DNK","M1","TOT","IDX2015","A","1985",12.04341,
"DNK","M1","TOT","IDX2015","A","1986",14.63015,
"DNK","M1","TOT","IDX2015","A","1987",15.72728,
"DNK","M1","TOT","IDX2015","A","1988",17.54223,
"DNK","M1","TOT","IDX2015","A","1989",18.4451,
"DNK","M1","TOT","IDX2015","A","1990",19.44072,
"DNK","M1","TOT","IDX2015","A","1991",21.68132,
"DNK","M1","TOT","IDX2015","A","1992",24.68529,
"DNK","M1","TOT","IDX2015","A","1993",26.01553,
"DNK","M1","TOT","IDX2015","A","1994",28.74073,
"DNK","M1","TOT","IDX2015","A","1995",27.9675,
"DNK","M1","TOT","IDX2015","A","1996",30.26359,
"DNK","M1","TOT","IDX2015","A","1997",32.50392,
"DNK","M1","TOT","IDX2015","A","1998",35.27658,
"DNK","M1","TOT","IDX2015","A","1999",37.81745,
"DNK","M1","TOT","IDX2015","A","2000",38.01174,
"DNK","M1","TOT","IDX2015","A","2001",39.04944,
"DNK","M1","TOT","IDX2015","A","2002",41.73382,
"DNK","M1","TOT","IDX2015","A","2003",45.07669,
"DNK","M1","TOT","IDX2015","A","2004",48.98333,
"DNK","M1","TOT","IDX2015","A","2005",57.59839,
"DNK","M1","TOT","IDX2015","A","2006",65.30527,
"DNK","M1","TOT","IDX2015","A","2007",71.47651,
"DNK","M1","TOT","IDX2015","A","2008",75.53863,
"DNK","M1","TOT","IDX2015","A","2009",76.29883,
"DNK","M1","TOT","IDX2015","A","2010",80.10418,
"DNK","M1","TOT","IDX2015","A","2011",77.7449,
"DNK","M1","TOT","IDX2015","A","2012",80.74348,
"DNK","M1","TOT","IDX2015","A","2013",85.55273,
"DNK","M1","TOT","IDX2015","A","2014",88.99269,
"DNK","M1","TOT","IDX2015","A","2015",100,
"DNK","M1","TOT","IDX2015","A","2016",106.2377,
"DNK","M1","TOT","IDX2015","A","2017",112.1273,
"DNK","M1","TOT","IDX2015","A","2018",118.4412,
"DNK","M1","TOT","IDX2015","A","2019",124.0491,
"DNK","M1","TOT","IDX2015","A","2020",135.9381,
"DNK","M1","TOT","IDX2015","A","2021",144.0656,
"DNK","M1","TOT","IDX2015","A","2022",148.6087,
"HUN","M1","TOT","IDX2015","A","1990",4.505769,
"HUN","M1","TOT","IDX2015","A","1991",5.48709,
"HUN","M1","TOT","IDX2015","A","1992",6.635847,
"HUN","M1","TOT","IDX2015","A","1993",8.019046,
"HUN","M1","TOT","IDX2015","A","1994",8.756737,
"HUN","M1","TOT","IDX2015","A","1995",9.003414,
"HUN","M1","TOT","IDX2015","A","1996",10.18466,
"HUN","M1","TOT","IDX2015","A","1997",12.20421,
"HUN","M1","TOT","IDX2015","A","1998",14.93988,
"HUN","M1","TOT","IDX2015","A","1999",17.68754,
"HUN","M1","TOT","IDX2015","A","2000",20.58884,
"HUN","M1","TOT","IDX2015","A","2001",23.18418,
"HUN","M1","TOT","IDX2015","A","2002",27.42836,
"HUN","M1","TOT","IDX2015","A","2003",31.99195,
"HUN","M1","TOT","IDX2015","A","2004",33.85909,
"HUN","M1","TOT","IDX2015","A","2005",38.78969,
"HUN","M1","TOT","IDX2015","A","2006",47.33648,
"HUN","M1","TOT","IDX2015","A","2007",50.32746,
"HUN","M1","TOT","IDX2015","A","2008",54.23868,
"HUN","M1","TOT","IDX2015","A","2009",52.25417,
"HUN","M1","TOT","IDX2015","A","2010",53.99415,
"HUN","M1","TOT","IDX2015","A","2011",57.92883,
"HUN","M1","TOT","IDX2015","A","2012",60.56412,
"HUN","M1","TOT","IDX2015","A","2013",67.80992,
"HUN","M1","TOT","IDX2015","A","2014",82.35458,
"HUN","M1","TOT","IDX2015","A","2015",100,
"HUN","M1","TOT","IDX2015","A","2016",119.6794,
"HUN","M1","TOT","IDX2015","A","2017",149.6853,
"HUN","M1","TOT","IDX2015","A","2018",180.1284,
"HUN","M1","TOT","IDX2015","A","2019",199.4663,
"HUN","M1","TOT","IDX2015","A","2020",230.4453,
"HUN","M1","TOT","IDX2015","A","2021",269.9277,
"HUN","M1","TOT","IDX2015","A","2022",298.3637,
"ISL","M1","TOT","IDX2015","A","1958",0.002112356,
"ISL","M1","TOT","IDX2015","A","1959",0.002408331,
"ISL","M1","TOT","IDX2015","A","1960",0.002512557,
"ISL","M1","TOT","IDX2015","A","1961",0.002955908,
"ISL","M1","TOT","IDX2015","A","1962",0.003853,
"ISL","M1","TOT","IDX2015","A","1963",0.004231727,
"ISL","M1","TOT","IDX2015","A","1964",0.004786061,
"ISL","M1","TOT","IDX2015","A","1965",0.0056023,
"ISL","M1","TOT","IDX2015","A","1966",0.006442884,
"ISL","M1","TOT","IDX2015","A","1967",0.006403563,
"ISL","M1","TOT","IDX2015","A","1968",0.006368459,
"ISL","M1","TOT","IDX2015","A","1969",0.0081361,
"ISL","M1","TOT","IDX2015","A","1970",0.01095219,
"ISL","M1","TOT","IDX2015","A","1971",0.01353087,
"ISL","M1","TOT","IDX2015","A","1972",0.01589215,
"ISL","M1","TOT","IDX2015","A","1973",0.02098084,
"ISL","M1","TOT","IDX2015","A","1974",0.02736659,
"ISL","M1","TOT","IDX2015","A","1975",0.03466909,
"ISL","M1","TOT","IDX2015","A","1976",0.04669106,
"ISL","M1","TOT","IDX2015","A","1977",0.06237761,
"ISL","M1","TOT","IDX2015","A","1978",0.0854368,
"ISL","M1","TOT","IDX2015","A","1979",0.1259573,
"ISL","M1","TOT","IDX2015","A","1980",0.186657,
"ISL","M1","TOT","IDX2015","A","1981",0.3197423,
"ISL","M1","TOT","IDX2015","A","1982",0.4322698,
"ISL","M1","TOT","IDX2015","A","1983",0.6738124,
"ISL","M1","TOT","IDX2015","A","1984",0.9950364,
"ISL","M1","TOT","IDX2015","A","1985",1.360942,
"ISL","M1","TOT","IDX2015","A","1986",1.887446,
"ISL","M1","TOT","IDX2015","A","1987",2.656782,
"ISL","M1","TOT","IDX2015","A","1988",3.142379,
"ISL","M1","TOT","IDX2015","A","1989",3.922649,
"ISL","M1","TOT","IDX2015","A","1990",5.374367,
"ISL","M1","TOT","IDX2015","A","1991",6.155357,
"ISL","M1","TOT","IDX2015","A","1992",6.960641,
"ISL","M1","TOT","IDX2015","A","1993",6.963337,
"ISL","M1","TOT","IDX2015","A","1994",7.666087,
"ISL","M1","TOT","IDX2015","A","1995",8.126792,
"ISL","M1","TOT","IDX2015","A","1996",9.013,
"ISL","M1","TOT","IDX2015","A","1997",10.07178,
"ISL","M1","TOT","IDX2015","A","1998",11.9341,
"ISL","M1","TOT","IDX2015","A","1999",14.37825,
"ISL","M1","TOT","IDX2015","A","2000",16.33402,
"ISL","M1","TOT","IDX2015","A","2001",16.4249,
"ISL","M1","TOT","IDX2015","A","2002",17.90695,
"ISL","M1","TOT","IDX2015","A","2003",21.87142,
"ISL","M1","TOT","IDX2015","A","2004",28.61759,
"ISL","M1","TOT","IDX2015","A","2005",37.36483,
"ISL","M1","TOT","IDX2015","A","2006",45.79369,
"ISL","M1","TOT","IDX2015","A","2007",70.72143,
"ISL","M1","TOT","IDX2015","A","2008",105.1473,
"ISL","M1","TOT","IDX2015","A","2009",122.0936,
"ISL","M1","TOT","IDX2015","A","2010",117.0353,
"ISL","M1","TOT","IDX2015","A","2011",116.2178,
"ISL","M1","TOT","IDX2015","A","2012",112.3899,
"ISL","M1","TOT","IDX2015","A","2013",107.9109,
"ISL","M1","TOT","IDX2015","A","2014",105.5758,
"ISL","M1","TOT","IDX2015","A","2015",100,
"ISL","M1","TOT","IDX2015","A","2016",101.5489,
"ISL","M1","TOT","IDX2015","A","2017",112.027,
"ISL","M1","TOT","IDX2015","A","2018",118.3167,
"ISL","M1","TOT","IDX2015","A","2019",119.6983,
"ISL","M1","TOT","IDX2015","A","2020",143.9356,
"ISL","M1","TOT","IDX2015","A","2021",175.6838,
"ISL","M1","TOT","IDX2015","A","2022",188.3105,
"JPN","M1","TOT","IDX2015","A","1955",0.3722986,
"JPN","M1","TOT","IDX2015","A","1956",0.4247221,
"JPN","M1","TOT","IDX2015","A","1957",0.4784352,
"JPN","M1","TOT","IDX2015","A","1958",0.5055804,
"JPN","M1","TOT","IDX2015","A","1959",0.5884859,
"JPN","M1","TOT","IDX2015","A","1960",0.7057301,
"JPN","M1","TOT","IDX2015","A","1961",0.8830824,
"JPN","M1","TOT","IDX2015","A","1962",1.023937,
"JPN","M1","TOT","IDX2015","A","1963",1.210279,
"JPN","M1","TOT","IDX2015","A","1964",1.420044,
"JPN","M1","TOT","IDX2015","A","1965",1.627808,
"JPN","M1","TOT","IDX2015","A","1966",1.877352,
"JPN","M1","TOT","IDX2015","A","1967",2.163771,
"JPN","M1","TOT","IDX2015","A","1968",2.529122,
"JPN","M1","TOT","IDX2015","A","1969",3.018481,
"JPN","M1","TOT","IDX2015","A","1970",3.643523,
"JPN","M1","TOT","IDX2015","A","1971",4.467495,
"JPN","M1","TOT","IDX2015","A","1972",5.464527,
"JPN","M1","TOT","IDX2015","A","1973",6.985854,
"JPN","M1","TOT","IDX2015","A","1974",7.918545,
"JPN","M1","TOT","IDX2015","A","1975",8.877714,
"JPN","M1","TOT","IDX2015","A","1976",10.07551,
"JPN","M1","TOT","IDX2015","A","1977",10.77499,
"JPN","M1","TOT","IDX2015","A","1978",11.862,
"JPN","M1","TOT","IDX2015","A","1979",13.13205,
"JPN","M1","TOT","IDX2015","A","1980",13.47103,
"JPN","M1","TOT","IDX2015","A","1981",13.91792,
"JPN","M1","TOT","IDX2015","A","1982",14.72499,
"JPN","M1","TOT","IDX2015","A","1983",15.26411,
"JPN","M1","TOT","IDX2015","A","1984",15.69659,
"JPN","M1","TOT","IDX2015","A","1985",16.49057,
"JPN","M1","TOT","IDX2015","A","1986",17.63277,
"JPN","M1","TOT","IDX2015","A","1987",19.48586,
"JPN","M1","TOT","IDX2015","A","1988",21.12208,
"JPN","M1","TOT","IDX2015","A","1989",21.98771,
"JPN","M1","TOT","IDX2015","A","1990",22.54712,
"JPN","M1","TOT","IDX2015","A","1991",23.71638,
"JPN","M1","TOT","IDX2015","A","1992",24.7948,
"JPN","M1","TOT","IDX2015","A","1993",25.51018,
"JPN","M1","TOT","IDX2015","A","1994",26.91665,
"JPN","M1","TOT","IDX2015","A","1995",29.11399,
"JPN","M1","TOT","IDX2015","A","1996",33.10724,
"JPN","M1","TOT","IDX2015","A","1997",35.99373,
"JPN","M1","TOT","IDX2015","A","1998",39.07076,
"JPN","M1","TOT","IDX2015","A","1999",43.18238,
"JPN","M1","TOT","IDX2015","A","2000",46.71507,
"JPN","M1","TOT","IDX2015","A","2001",50.69358,
"JPN","M1","TOT","IDX2015","A","2002",64.63502,
"JPN","M1","TOT","IDX2015","A","2003",69.84149,
"JPN","M1","TOT","IDX2015","A","2004",72.74577,
"JPN","M1","TOT","IDX2015","A","2005",76.13275,
"JPN","M1","TOT","IDX2015","A","2006",78.38445,
"JPN","M1","TOT","IDX2015","A","2007",78.32439,
"JPN","M1","TOT","IDX2015","A","2008",77.92685,
"JPN","M1","TOT","IDX2015","A","2009",78.32919,
"JPN","M1","TOT","IDX2015","A","2010",79.87497,
"JPN","M1","TOT","IDX2015","A","2011",83.66695,
"JPN","M1","TOT","IDX2015","A","2012",86.71026,
"JPN","M1","TOT","IDX2015","A","2013",90.87823,
"JPN","M1","TOT","IDX2015","A","2014",95.14546,
"JPN","M1","TOT","IDX2015","A","2015",100,
"JPN","M1","TOT","IDX2015","A","2016",107.0245,
"JPN","M1","TOT","IDX2015","A","2017",115.4715,
"JPN","M1","TOT","IDX2015","A","2018",122.5643,
"JPN","M1","TOT","IDX2015","A","2019",129.067,
"JPN","M1","TOT","IDX2015","A","2020",143.1236,
"JPN","M1","TOT","IDX2015","A","2021",157.1921,
"JPN","M1","TOT","IDX2015","A","2022",166.0137,
"KOR","M1","TOT","IDX2015","A","1961",0.004237008,
"KOR","M1","TOT","IDX2015","A","1962",0.006269783,
"KOR","M1","TOT","IDX2015","A","1963",0.006558159,
"KOR","M1","TOT","IDX2015","A","1964",0.007230076,
"KOR","M1","TOT","IDX2015","A","1965",0.008948535,
"KOR","M1","TOT","IDX2015","A","1966",0.01175595,
"KOR","M1","TOT","IDX2015","A","1967",0.01617872,
"KOR","M1","TOT","IDX2015","A","1968",0.02291794,
"KOR","M1","TOT","IDX2015","A","1969",0.0321504,
"KOR","M1","TOT","IDX2015","A","1970",0.04491078,
"KOR","M1","TOT","IDX2015","A","1971",0.05445484,
"KOR","M1","TOT","IDX2015","A","1972",0.06834547,
"KOR","M1","TOT","IDX2015","A","1973",0.1001702,
"KOR","M1","TOT","IDX2015","A","1974",0.1223483,
"KOR","M1","TOT","IDX2015","A","1975",0.1603308,
"KOR","M1","TOT","IDX2015","A","1976",0.2005821,
"KOR","M1","TOT","IDX2015","A","1977",0.2802077,
"KOR","M1","TOT","IDX2015","A","1978",0.3922752,
"KOR","M1","TOT","IDX2015","A","1979",0.4913678,
"KOR","M1","TOT","IDX2015","A","1980",0.6287432,
"KOR","M1","TOT","IDX2015","A","1981",0.7807375,
"KOR","M1","TOT","IDX2015","A","1982",1.186938,
"KOR","M1","TOT","IDX2015","A","1983",1.566373,
"KOR","M1","TOT","IDX2015","A","1984",1.746469,
"KOR","M1","TOT","IDX2015","A","1985",1.962361,
"KOR","M1","TOT","IDX2015","A","1986",2.588744,
"KOR","M1","TOT","IDX2015","A","1987",3.290523,
"KOR","M1","TOT","IDX2015","A","1988",4.036759,
"KOR","M1","TOT","IDX2015","A","1989",4.699033,
"KOR","M1","TOT","IDX2015","A","1990",5.962793,
"KOR","M1","TOT","IDX2015","A","1991",7.217528,
"KOR","M1","TOT","IDX2015","A","1992",8.865181,
"KOR","M1","TOT","IDX2015","A","1993",10.80737,
"KOR","M1","TOT","IDX2015","A","1994",12.33755,
"KOR","M1","TOT","IDX2015","A","1995",13.97379,
"KOR","M1","TOT","IDX2015","A","1996",15.90651,
"KOR","M1","TOT","IDX2015","A","1997",18.6326,
"KOR","M1","TOT","IDX2015","A","1998",17.76725,
"KOR","M1","TOT","IDX2015","A","1999",22.73423,
"KOR","M1","TOT","IDX2015","A","2000",28.33863,
"KOR","M1","TOT","IDX2015","A","2001",33.51904,
"KOR","M1","TOT","IDX2015","A","2002",41.46779,
"KOR","M1","TOT","IDX2015","A","2003",44.16972,
"KOR","M1","TOT","IDX2015","A","2004",47.6679,
"KOR","M1","TOT","IDX2015","A","2005",52.0775,
"KOR","M1","TOT","IDX2015","A","2006",52.26459,
"KOR","M1","TOT","IDX2015","A","2007",49.17722,
"KOR","M1","TOT","IDX2015","A","2008",48.4843,
"KOR","M1","TOT","IDX2015","A","2009",56.37249,
"KOR","M1","TOT","IDX2015","A","2010",62.47721,
"KOR","M1","TOT","IDX2015","A","2011",66.45402,
"KOR","M1","TOT","IDX2015","A","2012",69.36049,
"KOR","M1","TOT","IDX2015","A","2013",76.01276,
"KOR","M1","TOT","IDX2015","A","2014",84.24448,
"KOR","M1","TOT","IDX2015","A","2015",100,
"KOR","M1","TOT","IDX2015","A","2016",115.2791,
"KOR","M1","TOT","IDX2015","A","2017",126.1998,
"KOR","M1","TOT","IDX2015","A","2018",132.0619,
"KOR","M1","TOT","IDX2015","A","2019",138.0855,
"KOR","M1","TOT","IDX2015","A","2020",166.8092,
"KOR","M1","TOT","IDX2015","A","2021",201.0713,
"KOR","M1","TOT","IDX2015","A","2022",209.737,
"MEX","M1","TOT","IDX2015","A","1978",0.01277368,
"MEX","M1","TOT","IDX2015","A","1979",0.01723745,
"MEX","M1","TOT","IDX2015","A","1980",0.02290818,
"MEX","M1","TOT","IDX2015","A","1981",0.03070717,
"MEX","M1","TOT","IDX2015","A","1982",0.04379421,
"MEX","M1","TOT","IDX2015","A","1983",0.06164329,
"MEX","M1","TOT","IDX2015","A","1984",0.09454593,
"MEX","M1","TOT","IDX2015","A","1985",0.1497318,
"MEX","M1","TOT","IDX2015","A","1986",0.1429047,
"MEX","M1","TOT","IDX2015","A","1987",0.2692092,
"MEX","M1","TOT","IDX2015","A","1988",0.5495802,
"MEX","M1","TOT","IDX2015","A","1989",0.7386566,
"MEX","M1","TOT","IDX2015","A","1990",1.140756,
"MEX","M1","TOT","IDX2015","A","1991",2.096274,
"MEX","M1","TOT","IDX2015","A","1992",3.689321,
"MEX","M1","TOT","IDX2015","A","1993",4.387578,
"MEX","M1","TOT","IDX2015","A","1994",4.96535,
"MEX","M1","TOT","IDX2015","A","1995",4.606974,
"MEX","M1","TOT","IDX2015","A","1996",6.250364,
"MEX","M1","TOT","IDX2015","A","1997",8.82999,
"MEX","M1","TOT","IDX2015","A","1998",10.91072,
"MEX","M1","TOT","IDX2015","A","1999",13.06074,
"MEX","M1","TOT","IDX2015","A","2000",15.96037,
"MEX","M1","TOT","IDX2015","A","2001",18.31561,
"MEX","M1","TOT","IDX2015","A","2002",21.76995,
"MEX","M1","TOT","IDX2015","A","2003",24.35896,
"MEX","M1","TOT","IDX2015","A","2004",27.76016,
"MEX","M1","TOT","IDX2015","A","2005",30.8313,
"MEX","M1","TOT","IDX2015","A","2006",35.62698,
"MEX","M1","TOT","IDX2015","A","2007",39.10836,
"MEX","M1","TOT","IDX2015","A","2008",42.2675,
"MEX","M1","TOT","IDX2015","A","2009",47.74484,
"MEX","M1","TOT","IDX2015","A","2010",52.2945,
"MEX","M1","TOT","IDX2015","A","2011",59.99508,
"MEX","M1","TOT","IDX2015","A","2012",68.45164,
"MEX","M1","TOT","IDX2015","A","2013",74.16452,
"MEX","M1","TOT","IDX2015","A","2014",84.6778,
"MEX","M1","TOT","IDX2015","A","2015",100,
"MEX","M1","TOT","IDX2015","A","2016",114.5816,
"MEX","M1","TOT","IDX2015","A","2017",128.4415,
"MEX","M1","TOT","IDX2015","A","2018",139.9802,
"NZL","M1","TOT","IDX2015","A","1978",4.379953,
